Lvl,Name,Save,DmgType,HigherLvlIncrease,Upcast,hard_mod,mult,upcast,dmg,addspellmod,time,range,components,duration,classes,conc,desc,save_data,save_success
1,Thunderous Smite,STR,Thunder,False,,0,1,,{1: {'Thunder': [{2: 6}]}},False, 1 bonus action , Self , V ,"Concentration, up to 1 minute",['Paladin'],True,"Source: Player's Handbook
 1st-level evocation
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V
 Duration:
 Concentration, up to 1 minute
 The first time you hit with a melee weapon attack during this spell's duration, your weapon rings with thunder that is audible within 300 feet of you, and the attack deals an extra 2d6 thunder damage to the target. Additionally, if the target is a creature, it must succeed on a Strength saving throw or be pushed 10 feet away from you and knocked prone.
 Spell Lists.
 Paladin", or be pushed 10 feet away from you and knocked prone.,other
1,Thunderwave,CON,Thunder,False,Dice,0,1,{2: {1: 8}},{1: {'Thunder': [{2: 8}]}},False, 1 action , Self (15-foot cube) ," V, S ",Instantaneous,"['Bard', 'Druid', 'Sorcerer', 'Wizard']",False,"Source: Player's Handbook
 1st-level evocation
 Casting Time:
 1 action
 Range:
 Self (15-foot cube)
 Components:
 V, S
 Duration:
 Instantaneous
 A wave of thunderous force sweeps out from you. Each creature in a 15-foot cube originating from you must make a Constitution saving throw. On a failed save, a creature takes 2d8 thunder damage and is pushed 10 feet away from you. On a successful save, the creature takes half as much damage and isn't pushed.
 In addition, unsecured objects that are completely within the area of effect are automatically pushed 10 feet away from you by the spell's effect, and the spell emits a thunderous boom audible out to 300 feet.
 At Higher Levels.
 When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d8 for each slot level above 1st.
 Spell Lists.
 Bard,
 Druid,
 Sorcerer,
 Wizard",". On a failed save, a creature takes 2d8 thunder damage and is pushed 10 feet away from you. On a successful save, the creature takes half as much damage and isn’t pushed.",half
1,Witch Bolt,,Lightning,False,Dice,0,1,{2: {1: 12}},{1: {'Lightning': [{1: 12}]}},False, 1 action , 30 feet ," V, S, M (a twig from a tree that has been struck by lightning) ","Concentration, up to 1 minute","['Sorcerer', 'Warlock', 'Wizard']",True,"Source: Player's Handbook
 1st-level evocation
 Casting Time:
 1 action
 Range:
 30 feet
 Components:
 V, S, M (a twig from a tree that has been struck by lightning)
 Duration:
 Concentration, up to 1 minute
 A beam of crackling, blue energy lances out toward a creature within range, forming a sustained arc of lightning between you and the target. Make a ranged spell attack against that creature. On a hit, the target takes 1d12 lightning damage, and on each of your turns for the duration, you can use your action to deal 1d12 lightning damage to the target automatically. The spell ends if you use your action to do anything else. The spell also ends if the target is ever outside the spell's range or if it has total cover from you.
 At Higher Levels.
 When you cast this spell using a spell slot of 2nd level or higher, the initial damage increases by 1d12 for each slot level above 1st.
 Spell Lists.
 Sorcerer,
 Warlock,
 Wizard",,
1,Wrathful Smite,WIS,Psychic,False,,0,1,,{1: {'Psychic': [{1: 6}]}},False, 1 bonus action , Self , V ,"Concentration, up to 1 minute",['Paladin'],True,"Source: Player's Handbook
 1st-level evocation
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V
 Duration:
 Concentration, up to 1 minute
 The next time you hit with a melee weapon attack during this spell's duration, your attack deals an extra 1d6 psychic damage. Additionally, if the target is a creature, it must make a Wisdom saving throw or be frightened of you until the spell ends. As an action, the creature can make a Wisdom check against your spell save DC to steel its resolve and end this spell.
 Spell Lists.
 Paladin"," or be frightened of you until the spell ends. As an action, the creature can make a Wisdom check against your spell save DC to steel its resolve and end this spell.",other
1,Zephyr Strike,,Force,False,,0,1,,{1: {'Force': [{1: 8}]}},False, 1 bonus action , Self , V ,"Concentration, up to 1 minute",['Ranger'],True,"Source: Xanathar's Guide to Everything
 1st-level transmutation
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V
 Duration:
 Concentration, up to 1 minute
 You move like the wind. For the duration, your movement doesn't provoke opportunity attacks.
 Once before the spell ends, you can give yourself advantage on one weapon attack roll on your turn. That attack deals an extra 1d8 force damage on a hit. Whether you hit or miss, your walking speed increases by 30 feet until the end of that turn.
 Spell Lists.
 Ranger",,
2,Aganazzar's Scorcher,DEX,Fire,False,Dice,0,1,{3: {1: 8}},{1: {'Fire': [{3: 8}]}},False, 1 action , 30 feet ," V, S, M (a red dragon’s scale) ",Instantaneous,"['Sorcerer', 'Wizard']",False,"Source: Xanathar's Guide to Everything
 2nd-level evocation
 Casting Time:
 1 action
 Range:
 30 feet
 Components:
 V, S, M (a red dragon's scale)
 Duration:
 Instantaneous
 A line of roaring flame 30 feet long and 5 feet wide emanates from you in a direction you choose. Each creature in the line must make a Dexterity saving throw. A creature takes 3d8 fire damage on a failed save, or half as much damage on a successful one.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for each slot level above 2nd.
 Spell Lists.
 Sorcerer,
 Wizard",". A creature takes 3d8 fire damage on a failed save, or half as much damage on a successful one.",half
2,Branding Smite,,Radiant,False,Dice,0,1,{3: {1: 6}},{1: {'Radiant': [{2: 6}]}},False, 1 bonus action , Self , V ,"Concentration, up to 1 minute",['Paladin'],True,"Source: Player's Handbook
 2nd-level evocation
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V
 Duration:
 Concentration, up to 1 minute
 The next time you hit a creature with a weapon attack before this spell ends, the weapon gleams with astral radiance as you strike. The attack deals an extra 2d6 radiant damage to the target, which becomes visible if it is invisible, and the target sheds dim light in a 5-foot radius and can't become invisible until the spell ends.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the extra damage increases by 1d6 for each slot level above 2nd.
 Spell Lists.
 Paladin",,
2,Cloud of Daggers,,Slashing,False,Dice,0,1,{3: {2: 4}},{1: {'Slashing': [{4: 4}]}},False, 1 action , 60 feet ," V, S, M (a sliver of glass) ","Concentration, up to 1 minute","['Bard', 'Sorcerer', 'Warlock', 'Wizard']",True,"Source: Player's Handbook
 2nd-level conjuration
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S, M (a sliver of glass)
 Duration:
 Concentration, up to 1 minute
 You fill the air with spinning daggers in a cube 5 feet on each side, centered on a point you choose within range. A creature takes 4d4 slashing damage when it enters the spell's area for the first time on a turn or starts its turn there.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 2d4 for each slot level above 2nd.
 Spell Lists.
 Bard,
 Sorcerer,
 Warlock,
 Wizard",,
2,Cordon of Arrows,DEX,Piercing,False,Number,0,1,{},{1: {'Piercing': [{1: 6}]}},False, 1 action , 5 feet ," V, S, M (four or more arrows or bolts) ",8 hours,['Ranger'],False,"Source: Player's Handbook
 2nd-level transmutation
 Casting Time:
 1 action
 Range:
 5 feet
 Components:
 V, S, M (four or more arrows or bolts)
 Duration:
 8 hours
 You plant four pieces of nonmagical ammunition – arrows or crossbow bolts – in the ground within range and lay magic upon them to protect an area. Until the spell ends, whenever a creature other than you comes within 30 feet of the ammunition for the first time on a turn or ends its turn there, one piece of ammunition flies up to strike it. The creature must succeed on a Dexterity saving throw or take 1d6 piercing damage. The piece of ammunition is then destroyed. The spell ends when no ammunition remains.
 When you cast this spell, you can designate any creatures you choose, and the spell ignores them.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the amount of ammunition that can be affected increases by two for each slot level above 2nd.
 Spell Lists.
 Ranger", or take 1d6 piercing damage. The piece of ammunition is then destroyed. The spell ends when no ammunition remains.,no effect
2,Dragon's Breath,DEX,Variable,False,Dice,0,1,{3: {1: 6}},{1: {'Variable': [{3: 6}]}},False, 1 bonus action , Touch ," V, S, M (a hot pepper) ","Concentration, up to 1 minute","['Sorcerer', 'Wizard']",True,"Source: Xanathar's Guide to Everything
 2nd-level transmutation
 Casting Time:
 1 bonus action
 Range:
 Touch
 Components:
 V, S, M (a hot pepper)
 Duration:
 Concentration, up to 1 minute
 You touch one willing creature and imbue it with the power to spew magical energy from its mouth, provided it has one. Choose acid, cold, fire, lightning, or poison. Until the spell ends, the creature can use an action to exhale energy of the chosen type in a 15-foot cone. Each creature in that area must make a Dexterity saving throw, taking 3d6 damage of the chosen type on a failed save, or half as much damage on a successful one.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d6 for each slot level above 2nd.
 Spell Lists.
 Sorcerer,
 Wizard",", taking 3d6 damage of the chosen type on a failed save, or half as much damage on a successful one.",half
2,Dust Devil,STR,Bludgeoning,False,Dice,0,1,{3: {1: 8}},{1: {'Bludgeoning': [{1: 8}]}},False, 1 action , 60 feet ," V, S, M (a pinch of dust) ","Concentration, up to 1 minute","['Druid', 'Sorcerer', 'Wizard']",True,"Source: Xanathar's Guide to Everything
 2nd-level conjuration
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S, M (a pinch of dust)
 Duration:
 Concentration, up to 1 minute
 Choose an unoccupied 5-foot cube of air that you can see within range. An elemental force that resembles a dust devil appears in the cube and lasts for the spell's duration.
 Any creature that ends its turn within 5 feet of the dust devil must make a Strength saving throw. On a failed save, the creature takes 1d8 bludgeoning damage and is pushed 10 feet away. On a successful save, the creature takes half as much damage and isn't pushed.
 As a bonus action, you can move the dust devil up to 30 feet in any direction. If the dust devil moves over sand, dust, loose dirt, or small gravel, it sucks up the material and forms a 10-foot-radius cloud of debris around itself that lasts until the start of your next turn. The cloud heavily obscures its area.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for each slot level above 2nd.
 Spell Lists.
 Druid,
 Sorcerer,
 Wizard",". On a failed save, the creature takes 1d8 bludgeoning damage and is pushed 10 feet away. On a successful save, the creature takes half as much damage and isn’t pushed.",half
2,Flame Blade,,Fire,False,Dice,0,1,{},{1: {'Fire': [{3: 6}]}},False, 1 bonus action , Self ," V, S, M (a leaf of sumac) ","Concentration, up to 10 minutes","['Druid', 'Sorcerer']",True,"Source: Player's Handbook
 2nd-level evocation
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V, S, M (a leaf of sumac)
 Duration:
 Concentration, up to 10 minutes
 You evoke a fiery blade in your free hand. The blade is similar in size and shape to a scimitar, and it lasts for the duration. If you let go of the blade, it disappears, but you can evoke the blade again as a bonus action.
 You can use your action to make a melee spell attack with the fiery blade. On a hit, the target takes 3d6 fire damage. The flaming blade sheds bright light in a 10-foot radius and dim light for an additional 10 feet.
 At Higher Levels.
 When you cast this spell using a spell slot of 4th level or higher, the damage increases by 1d6 for every two slot levels above 2nd.
 Spell Lists.
 Druid,
 Sorcerer (Optional)",,
2,Flaming Sphere,DEX,Fire,False,Dice,0,1,{3: {1: 6}},{1: {'Fire': [{2: 6}]}},False, 1 action , 60 feet ," V, S, M (a bit of tallow, a pinch of brimstone, and a dusting of powdered iron) ","Concentration, up to 1 minute","['Druid', 'Sorcerer', 'Wizard']",True,"Source: Player's Handbook
 2nd-level conjuration
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S, M (a bit of tallow, a pinch of brimstone, and a dusting of powdered iron)
 Duration:
 Concentration, up to 1 minute
 A 5-foot-diameter sphere of fire appears in an unoccupied space of your choice within range and lasts for the duration. Any creature that ends its turn within 5 feet of the sphere must make a Dexterity saving throw. The creature takes 2d6 fire damage on a failed save, or half as much damage on a successful one.
 As a bonus action, you can move the sphere up to 30 feet. If you ram the sphere into a creature, that creature must make the saving throw against the sphere's damage, and the sphere stops moving this turn.
 When you move the sphere, you can direct it over barriers up to 5 feet tall and jump it across pits up to 10 feet wide. The sphere ignites flammable objects not being worn or carried, and it sheds bright light in a 20-foot radius and dim light for an additional 20 feet.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d6 for each slot level above 2nd.
 Spell Lists.
 Druid,
 Sorcerer (Optional),
 Wizard",". The creature takes 2d6 fire damage on a failed save, or half as much damage on a successful one.  against the sphere’s damage, and the sphere stops moving this turn.",half
2,Heat Metal,,Fire,False,Dice,0,1,{3: {1: 8}},{1: {'Fire': [{2: 8}]}},False, 1 action , 60 feet ," V, S, M (a piece of iron and a flame) ","Concentration, up to 1 minute","['Artificer', 'Bard', 'Druid']",True,"Source: Player's Handbook
 2nd-level transmutation
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S, M (a piece of iron and a flame)
 Duration:
 Concentration, up to 1 minute
 Choose a manufactured metal object, such as a metal weapon or a suit of heavy or medium metal armor, that you can see within range. You cause the object to glow red-hot. Any creature in physical contact with the object takes 2d8 fire damage when you cast the spell. Until the spell ends, you can use a bonus action on each of your subsequent turns to cause this damage again.
 If a creature is holding or wearing the object and takes the damage from it, the creature must succeed on a Constitution saving throw or drop the object if it can. If it doesn't drop the object, it has disadvantage on attack rolls and ability checks until the start of your next turn.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for each slot level above 2nd.
 Spell Lists.
 Artificer,
 Bard,
 Druid",,
2,Maximilian's Earthen Grasp,STR,Bludgeoning,False,,0,1,,{1: {'Bludgeoning': []}},False, 1 action , 60 feet ," V, S, M (a piece of iron and a flame) ","Concentration, up to 1 minute","['Artificer', 'Bard', 'Druid']",True,,couldn't find with given pattern,
2,Melf's Acid Arrow,,Acid,False,Dice,0,1,,"{1: {'Acid': [{4: 4}, {2: 4}]}}",False, 1 action , 90 feet ," V, S, M (powdered rhubarb leaf and an adder’s stomach) ",Instantaneous,['Wizard'],False,"Source: Player's Handbook
 2nd-level evocation
 Casting Time:
 1 action
 Range:
 90 feet
 Components:
 V, S, M (powdered rhubarb leaf and an adder's stomach)
 Duration:
 Instantaneous
 A shimmering green arrow streaks toward a target within range and bursts in a spray of acid. Make a ranged spell attack against the target. On a hit, the target takes 4d4 acid damage immediately and 2d4 acid damage at the end of its next turn. On a miss, the arrow splashes the target with acid for half as much of the initial damage and no damage at the end of its next turn.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage (both initial and later) increases by 1d4 for each slot level above 2nd.
 Spell Lists.
 Wizard",,
2,Mind Spike,WIS,Psychic,False,Dice,0,1,{3: {1: 8}},{1: {'Psychic': [{3: 8}]}},False, 1 action , 60 feet , S ,"Concentration, up to 1 hour","['Sorcerer', 'Warlock', 'Wizard']",True,"Source: Xanathar's Guide to Everything
 2nd-level divination
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 S
 Duration:
 Concentration, up to 1 hour
 You reach into the mind of one creature you can see within range. The target must make a Wisdom saving throw, taking 3d8 psychic damage on a failed save, or half as much damage on a successful one. On a failed save, you also always know the target's location until the spell ends, but only while the two of you are on the same plane of existence. While you have this knowledge, the target can't become hidden from you, and if it's invisible, it gains no benefit from that condition against you.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for each slot level above 2nd.
 Spell Lists.
 Sorcerer,
 Warlock,
 Wizard",", taking 3d8 psychic damage on a failed save, or half as much damage on a successful one. On a failed save, you also always know the target's location until the spell ends, but only while the two of you are on the same plane of existence. While you have this knowledge, the target can’t become hidden from you, and if it’s invisible, it gains no benefit from that condition against you.",half
2,Moonbeam,CON,Radiant,False,Dice,0,1,{3: {1: 10}},{1: {'Radiant': [{2: 10}]}},False, 1 action , 120 feet ," V, S, M (several seeds of any moonseed plant and a piece of opalescent feldspar) ","Concentration, up to 1 minute",['Druid'],True,"Source: Player's Handbook
 2nd-level evocation
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V, S, M (several seeds of any moonseed plant and a piece of opalescent feldspar)
 Duration:
 Concentration, up to 1 minute
 A silvery beam of pale light shines down in a 5-foot radius, 40-foot-high cylinder centered on a point within range. Until the spell ends, dim light fills the cylinder.
 When a creature enters the spell's area for the first time on a turn or starts its turn there, it is engulfed in ghostly flames that cause searing pain, and it must make a Constitution saving throw. It takes 2d10 radiant damage on a failed save, or half as much damage on a successful one.
 A shapechanger makes its saving throw with disadvantage. If it fails, it also instantly reverts to its original form and can't assume a different form until it leaves the spell's light.
 On each of your turns after you cast this spell, you can use an action to move the beam up to 60 feet in any direction.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d10 for each slot level above 2nd.
 Spell Lists.
 Druid",". It takes 2d10 radiant damage on a failed save, or half as much damage on a successful one.  with disadvantage. If it fails, it also instantly reverts to its original form and can’t assume a different form until it leaves the spell’s light.",half
2,Phantasmal Force,INT,Psychic,False,,0,1,,{1: {'Psychic': [{1: 6}]}},False, 1 action , 60 feet ," V, S, M (a bit of fleece) ","Concentration, up to 1 minute","['Bard', 'Sorcerer', 'Wizard']",True,"Source: Player's Handbook
 2nd-level illusion
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S, M (a bit of fleece)
 Duration:
 Concentration, up to 1 minute
 You craft an illusion that takes root in the mind of a creature that you can see within range. The target must make an Intelligence saving throw. On a failed save, you create a phantasmal object, creature, or other visible phenomenon of your choice that is no larger than a 10-foot cube and that is perceivable only to the target for the duration. This spell has no effect on undead or constructs.
 The phantasm includes sound, temperature, and other stimuli, also evident only to the creature.
 The target can use its action to examine the phantasm with an Intelligence (Investigation) check against your spell save DC. If the check succeeds, the target realizes that the phantasm is an illusion, and the spell ends.
 While a target is affected by the spell, the target treats the phantasm as if it were real. The target rationalizes any illogical outcomes from interacting with the phantasm. For example, a target attempting to walk across a phantasmal bridge that spans a chasm falls once it steps onto the bridge. If the target survives the fall, it still believes that the bridge exists and comes up with some other explanation for its fall; it was pushed, it slipped, or a strong wind might have knocked it off.
 An affected target is so convinced of the phantasm's reality that it can even take damage from the illusion. A phantasm created to appear as a creature can attack the target. Similarly, a phantasm created to appear as fire, a pool of acid, or lava can burn the target. Each round on your turn, the phantasm can deal 1d6 psychic damage to the target if it is in the phantasm's area or within 5 feet of the phantasm, provided that the illusion is of a creature or hazard that could logically deal damage, such as by attacking. The target perceives the damage as a type appropriate to the illusion.
 Spell Lists.
 Bard,
 Sorcerer,
 Wizard",". On a failed save, you create a phantasmal object, creature, or other visible phenomenon of your choice that is no larger than a 10-foot cube and that is perceivable only to the target for the duration. This spell has no effect on undead or constructs.",other
2,Rime's Binding Ice,CON,Cold,False,Dice,0,1,{3: {1: 8}},{1: {'Cold': [{3: 8}]}},False, 1 Action , Self (30-foot cone) ," S, M (a vial of meltwater) ",Instantaneous,"['Sorcerer', 'Wizard']",False,"Source: Fizban's Treasury of Dragons
 2nd-level Evocation
 Casting Time:
 1 Action
 Range:
 Self (30-foot cone)
 Components:
 S, M (a vial of meltwater)
 Duration:
 Instantaneous
 A burst of cold energy emanates from you in a 30-foot cone. Each creature in that area must make a Constitution saving throw. On a failed save, a creature takes 3d8 cold damage and is hindered by ice formations for 1 minute, or until it or another creature within reach of it uses an action to break away the ice. A creature hindered by ice has its speed reduced to 0. On a successful save, a creature takes half as much damage and isn't hindered by ice.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, increase the cold damage by 1d8 for each slot level above 2nd.
 Spell Lists.
 Sorcerer,
 Wizard",". On a failed save, a creature takes 3d8 cold damage and is hindered by ice formations for 1 minute, or until it or another creature within reach of it uses an action to break away the ice. A creature hindered by ice has its speed reduced to 0. On a successful save, a creature takes half as much damage and isn’t hindered by ice.",half
2,Scorching Ray,,Fire,False,Number,0,3,{},{1: {'Fire': [{2: 6}]}},False, 1 action , 120 feet ," V, S ",Instantaneous,"['Sorcerer', 'Wizard']",False,"Source: Player's Handbook
 2nd-level evocation
 Casting Time:
 1 action
 Range:
 120 feet
 Components:
 V, S
 Duration:
 Instantaneous
 You create three rays of fire and hurl them at targets within range. You can hurl them at one target or several. Make a ranged spell attack for each ray. On a hit, the target takes 2d6 fire damage.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, you create one additional ray for each slot level above 2nd.
 Spell Lists.
 Sorcerer,
 Wizard",,
2,Shadow Blade,,Psychic,False,Dice,0,1,{},{1: {'Psychic': [{2: 8}]}},False, 1 bonus action , Self ," V, S ","Concentration, up to 1 minute","['Sorcerer', 'Warlock', 'Wizard']",True,"Source: Xanathar's Guide to Everything
 2nd-level illusion
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V, S
 Duration:
 Concentration, up to 1 minute
 You weave together threads of shadow to create a sword of solidified gloom in your hand. This magic sword lasts until the spell ends. It counts as a simple melee weapon with which you are proficient. It deals 2d8 psychic damage on a hit and has the finesse, light, and thrown properties (range 20/60). In addition, when you use the sword to attack a target that is in dim light or darkness, you make the attack roll with advantage.
 If you drop the weapon or throw it, it dissipates at the end of the turn. Thereafter, while the spell persists, you can use a bonus action to cause the sword to reappear in your hand.
 At Higher Levels.
 When you cast this spell using a 3rd- or 4th-level spell slot, the damage increases to 3d8. When you cast it using a 5th- or 6th-level spell slot, the damage increases to 4d8. When you cast it using a spell slot of 7th level or higher, the damage increases to 5d8.
 Spell Lists.
 Sorcerer,
 Warlock,
 Wizard",,
2,Shatter,CON,Thunder,False,Dice,0,1,{3: {1: 8}},{1: {'Thunder': [{3: 8}]}},False, 1 action , 60 feet ," V, S, M (a chip of mica) ",Instantaneous,"['Bard', 'Sorcerer', 'Warlock', 'Wizard']",False,"Source: Player's Handbook
 2nd-level evocation
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S, M (a chip of mica)
 Duration:
 Instantaneous
 A sudden loud ringing noise, painfully intense, erupts from a point of your choice within range. Each creature in a 10-foot-radius sphere centered on that point must make a Constitution saving throw. A creature takes 3d8 thunder damage on a failed save, or half as much damage on a successful one. A creature made of inorganic material such as stone, crystal, or metal has disadvantage on this saving throw.
 A nonmagical object that isn't being worn or carried also takes the damage if it's in the spell's area.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for each slot level above 2nd.
 Spell Lists.
 Bard,
 Sorcerer,
 Warlock,
 Wizard",". A creature takes 3d8 thunder damage on a failed save, or half as much damage on a successful one. A creature made of inorganic material such as stone, crystal, or metal has disadvantage on this saving throw.",half
2,Snilloc's Snowball Swarm,DEX,Cold,False,Dice,0,1,{3: {1: 6}},{1: {'Cold': [{3: 6}]}},False, 1 action , 90 feet ," V, S, M (a piece of ice or a small white rock chip) ",Instantaneous,"['Sorcerer', 'Wizard']",False,"Source: Xanathar's Guide to Everything
 2nd-level evocation
 Casting Time:
 1 action
 Range:
 90 feet
 Components:
 V, S, M (a piece of ice or a small white rock chip)
 Duration:
 Instantaneous
 A flurry of magic snowballs erupts from a point you choose within range. Each creature in a 5-foot-radius sphere centered on that point must make a Dexterity saving throw. A creature takes 3d6 cold damage on a failed save, or half as much damage on a successful one.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d6 for each slot level above 2nd.
 Spell Lists.
 Sorcerer,
 Wizard",". A creature takes 3d6 cold damage on a failed save, or half as much damage on a successful one.",half
2,Spiritual Weapon,,Force,False,Dice,0,1,,{1: {'Force': [{1: 8}]}},True, 1 bonus action , 60 feet ," V, S ",1 minute,['Cleric'],False,"Source: Player's Handbook
 2nd-level evocation
 Casting Time:
 1 bonus action
 Range:
 60 feet
 Components:
 V, S
 Duration:
 1 minute
 You create a floating, spectral weapon within range that lasts for the duration or until you cast this spell again.
 When you cast the spell, you can make a melee spell attack against a creature within 5 feet of the weapon. On a hit, the target takes force damage equal to 1d8 + your spellcasting ability modifier.
 As a bonus action on your turn, you can move the weapon up to 20 feet and repeat the attack against a creature within 5 feet of it.
 The weapon can take whatever form you choose. Clerics of deities who are associated with a particular weapon (as St. Cuthbert is known for his mace and Thor for his hammer) make this spell's effect resemble that weapon.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d8 for every two slot levels above the 2nd.
 Spell Lists.
 Cleric",,
2,Tasha's Mind Whip,INT,Psychic,False,Targets,0,1,{},{1: {'Psychic': [{3: 6}]}},False, 1 action , 90 feet , V ,1 round,"['Sorcerer', 'Wizard']",False,"Source: Tasha's Cauldron of Everything
 2nd-level enchantment
 Casting Time:
 1 action
 Range:
 90 feet
 Components:
 V
 Duration:
 1 round
 You psychically lash out at one creature you can see within range. The target must make an Intelligence saving throw. On a failed save, the target takes 3d6 psychic damage, and it can't take a reaction until the end of its next turn. Moreover, on its next turn, it must choose whether it gets a move, an action, or a bonus action; it gets only one of the three. On a successful save, the target takes half as much damage and suffers none of the spell's other effects.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, you can target one additional creature for each slot level above 2nd. The creatures must be within 30 feet of each other when you target them.
 Spell Lists.
 Sorcerer (Optional),
 Wizard (Optional)",". On a failed save, the target takes 3d6 psychic damage, and it can’t take a reaction until the end of its next turn. Moreover, on its next turn, it must choose whether it gets a move, an action, or a bonus action; it gets only one of the three. On a successful save, the target takes half as much damage and suffers none of the spell’s other effects.",half
2,Wither and Bloom,CON,Necrotic,False,Dice,0,1,{},{1: {'Necrotic': [{2: 6}]}},False, 1 action , 60 feet ," V, S, M (a withered vine twisted into a loop) ",Instantaneous,"['Druid', 'Sorcerer', 'Wizard']",False,"Source: Strixhaven: A Curriculum of Chaos
 2nd-level Necromancy
 Casting Time:
 1 action
 Range:
 60 feet
 Components:
 V, S, M (a withered vine twisted into a loop)
 Duration:
 Instantaneous
 You invoke both death and life upon a 10-foot-radius sphere centered on a point within range. Each creature of your choice in that area must make a Constitution saving throw, taking 2d6 necrotic damage on a failed save, or half as much damage on a successful one. Nonmagical vegetation in that area withers.
 In addition, one creature of your choice in that area can spend and roll one of its unspent Hit Dice and regain a number of hit points equal to the roll plus your spellcasting ability modifier.
 At Higher Levels.
 When you cast this spell using a spell slot of 3rd level or higher, the damage increases by 1d6 for each slot above 2nd, and the number of Hit Dice that can be spent and added to the healing roll increases by one for each slot above 2nd.
 Spell Lists.
 Druid,
 Sorcerer,
 Wizard",", taking 2d6 necrotic damage on a failed save, or half as much damage on a successful one. Nonmagical vegetation in that area withers.",half
3,Ashardalon's Stride,,Fire,False,Amount/Dice,0,1,{4: {1: 6}},{1: {'Fire': [{1: 6}]}},False, 1 bonus action , Self ," V,S ","Concentration, up to 1 minute","['Artificer', 'Ranger', 'Sorcerer', 'Wizard']",True,"Source: Fizban's Treasury of Dragons
 3rd-level Transmutation
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V,S
 Duration:
 Concentration, up to 1 minute
 The billowing flames of a dragon blast from your feet, granting you explosive speed. For the duration, your speed increases by 20 feet and moving doesn't provoke opportunity attacks.
 When you move within 5 feet of a creature or an object that isn't being worn or carried, it takes 1d6 fire damage from your trail of heat. A creature or object can take this damage only once during a turn.
 At Higher Levels.
 When you cast this spell using a spell slot of 4th level or higher, increase your speed by 5 feet for each spell slot level above 3rd. The spell deals an additional 1d6 fire damage for each slot level above 3rd.
 Spell Lists.
 Artificer,
 Ranger,
 Sorcerer,
 Wizard",,
3,Blinding Smite,CON,Radiant,False,,0,1,,{1: {'Radiant': [{3: 8}]}},False, 1 bonus action , Self , V ,"Concentration, up to 1 minute",['Paladin'],True,"Source: Player's Handbook
 3rd-level evocation
 Casting Time:
 1 bonus action
 Range:
 Self
 Components:
 V
 Duration:
 Concentration, up to 1 minute
 The next time you hit a creature with a melee weapon attack during this spell's duration, you weapon flares with a bright light, and the attack deals an extra 3d8 radiant damage to the target. Additionally, the target must succeed on a Constitution saving throw or be blinded until the spell ends.
 A creature blinded by this spell makes another Constitution saving throw at the end of each of its turns. On a successful save, it is no longer blinded.
 Spell Lists.
 Paladin"," or be blinded until the spell ends.  at the end of each of its turns. On a successful save, it is no longer blinded.",other
